800, 168.00
850, 178.00
900, 189.00
950, 199.00
1050, 220.00
1100, 230.00
1150, 240.00
1200, 250.00
1250, 260.00
1300, 270.00
1350, 280.00
1400, 290.00
1450, 300.00
1500, 310.00
1550, 320.00
1600, 330.00
1650, 340.00
1700, 350.00
1750, 360.00
1800, 370.00
1850, 380.00
1900, 390.00
1950, 400.00
2000, 402.00
2000, 405.00
